265122_at,At1g62540,75.1 ,M,29.8 ,A,34.4 ,A,98.5 ,A,6.8 ,A,122.4 ,P,322.5 ,P,Flavin-containing monooxygenase family protein / FMO family protein; 
261103_s_at,At1g62900,5.0 ,A,5.9 ,A,6.9 ,A,8.6 ,A,2.7 ,A,128.9 ,A,1291.5 ,P,"O-methyltransferase 1, putative similar to GB:AAB96879 from [Arabidopsis thaliana] (Biochim. Biophys. Acta 1353 (3), 199-202 (1997)) "
261106_at,At1g62990,50.8 ,P,51.1 ,A,67.3 ,P,57.0 ,A,39.8 ,A,560.0 ,P,957.5 ,P,KNAT7 (KNOTTED-LIKE HOMEOBOX OF ARABIDOPSIS THALIANA 7); May be involved in secondary cell wall biosynthesis. Mutants have moderately irregular xylem development.  Expression of this gene is upregulated by SND1 and MYB46. Ye
260083_at,At1g63220,140.2 ,P,181.4 ,P,124.1 ,P,124.3 ,P,161.1 ,P,601.4 ,P,1005.1 ,P,putative elicitor-responsive gene
260113_at,At1g63300,47.8 ,A,33.9 ,A,59.2 ,P,37.9 ,A,42.5 ,A,94.2 ,P,180.7 ,P,similar to putative myosin ; contains domain MYOSIN HEAVY CHAIN-RELATED (PTHR23160)
261543_at,At1g63550,33.5 ,A,18.7 ,A,1.8 ,A,28.7 ,A,34.6 ,A,46.4 ,M,119.2 ,P,ATP binding / nucleoside diphosphate kinase; similar to receptor-like protein kinase-related; unknown function DUF26
260241_at,At1g63710,15.5 ,A,1.9 ,A,19.7 ,A,11.9 ,A,3.0 ,A,181.0 ,P,198.8 ,P,"CYP86A7, endomembrane system, fatty acid (omega-1)-hydroxylase activity, fatty acid metabolic process, flower, oxygen binding, Expressed at highest level in mature stems and flowers."
259735_at,At1g64405,4.4 ,A,5.7 ,A,3.1 ,A,3.7 ,A,100.0 ,A,414.7 ,P,632.6 ,P,unknown protein
262883_at,At1g64780,402.0 ,P,98.4 ,P,70.8 ,P,344.4 ,P,276.7 ,P,2068.9 ,P,1826.8 ,P," AMMONIUM TRANSPORTER 1;2 (ATAMT1;2); believed to act as a high affinity transporter. It is expressed in the root, primarily in endodermal and cortical cells, and contributes to ammonium uptake in the root.        "
260136_at,At1g66360,2.5 ,A,9.1 ,A,3.4 ,A,25.9 ,A,48.7 ,A,35.1 ,A,113.8 ,P,"C2 domain-containing protein; contains InterPro domain C2 calcium-dependent membrane targeting; contains InterPro domain C2 calcium/lipid-binding region, "
256367_at,At1g66810,71.7 ,P,97.4 ,A,56.3 ,P,92.4 ,P,68.8 ,P,272.6 ,P,237.5 ,P,AtC3H14
245185_at,At1g67760,90.4 ,A,102.1 ,M,67.2 ,A,55.4 ,A,120.5 ,P,127.1 ,P,172.8 ,P,", F12A21.11 similar to T-Complex protein 1, epsilon subunit sp|004450|TCPE_ARATH "
260182_at,At1g70750,185.7 ,A,245.6 ,A,179.6 ,A,194.2 ,A,544.3 ,P,854.8 ,P,620.8 ,P,unknown function DUF593
262290_at,At1g70985,155.1 ,P,171.1 ,P,8.2 ,A,12.3 ,A,165.7 ,P,589.1 ,P,1155.5 ,P,similar to hydroxyproline-rich glycoprotein family protein
262315_at,At1g70990,3.8 ,A,70.1 ,A,20.1 ,A,35.6 ,A,42.3 ,P,721.3 ,P,669.0 ,P,similar to hydroxyproline-rich glycoprotein family protein
259854_at,At1g72200,22.3 ,A,33.4 ,A,38.3 ,P,52.1 ,P,43.8 ,A,521.8 ,P,1090.0 ,P,"RING-H2 finger protein ATL1N precursor (ATL1N); contains InterPro domain Zinc finger, RING/FYVE/PHD-type ; probably involved in cell wall biosynthesis  "
259828_at,At1g72220,5.6 ,A,17.2 ,A,16.8 ,A,14.1 ,A,13.2 ,A,237.7 ,P,638.7 ,P,RING-H2 finger protein ATL1O; probably involved in cell wall biosynthesis  
259801_at,At1g72230,60.0 ,A,28.9 ,A,23.3 ,A,11.0 ,A,19.5 ,A,458.0 ,P,1754.1 ,P,"plastocyanin-like domain-containing protein, blue copper protein, putative similar to GI:562778 from [Pisum sativum] (Thesis (1994) BIOLOGICAL SCIENCES, DURHAM UNIVERSITY); supported by full-length cDNA: Ceres: 16991.  "
262351_at,At1g72990,157.8 ,P,133.0 ,P,72.5 ,P,151.0 ,P,135.4 ,P,1834.9 ,P,2139.3 ,P,"Glycoside Hydrolase Family 35, beta-galactosidase 17 (BGAL17)"
245726_at,At1g73360,61.0 ,P,53.7 ,A,47.9 ,P,68.3 ,A,92.4 ,P,220.3 ,P,94.0 ,M,"HBHB, homeobox protein, putative similar to homeobox protein GI:1173621 from [ Phalaenopsis sp.] "
245735_at,At1g73410,21.0 ,A,2.4 ,A,18.8 ,A,30.1 ,A,24.9 ,A,239.7 ,P,631.4 ,P,"AtMYB54, myb-like transcription factor, Ye"
261773_at,At1g76250,2.8 ,A,11.8 ,A,9.5 ,A,6.9 ,A,61.1 ,A,354.5 ,P,199.5 ,P,Unknown protein
259868_at,At1g76760,93.1 ,P,98.9 ,P,77.9 ,P,70.9 ,P,100.8 ,P,534.1 ,P,319.9 ,P,ATY1 (Arabidopsis thioredoxin y1); thiol-disulfide exchange intermediate; 
259878_at,At1g76790,164.3 ,P,306.0 ,P,765.3 ,P,386.2 ,P,971.0 ,P,2580.7 ,P,848.4 ,P,"O-methyltransferase family 2 protein; lignin biosynthesis?; similar to putative caffeic acid methyltransferase [Gossypium raimondii] ; contains InterPro domain O-methyltransferase, COMT, eukaryota (InterPro:IPR016461); contains InterPro domain Plant methyltransferase dimerisation; (InterPro:IPR012967); contains InterPro domain Winged helix repressor DNA-binding (InterPro:IPR011991); contains InterPro domain O-methyltransferase, family 2; (InterPro:IPR001077)"
264479_at,At1g77280,149.6 ,P,51.6 ,A,69.4 ,A,53.5 ,A,62.5 ,A,723.6 ,P,475.4 ,P,protein kinase family protein; 
259761_at,At1g77590,623.2 ,P,561.6 ,P,372.4 ,P,631.8 ,P,437.3 ,P,2686.7 ,P,1949.5 ,P,LONG CHAIN ACYL-COA SYNTHETASE 9 (LACS9) with a slight substrate preference of oleic acid over any of the other fatty acids.
259680_at,At1g77690,142.9 ,P,18.2 ,A,75.2 ,P,108.5 ,P,110.9 ,P,654.7 ,P,3115.9 ,P,"Identical to Auxin transporter-like protein 3  (LAX3); similar to amino acid permease, similar to AUX1 (AUXIN RESISTANT 1), similar to auxin influx transport protein "
260773_at,At1g78440,56.3 ,A,4.0 ,A,2.9 ,A,51.4 ,A,24.2 ,A,86.9 ,M,199.3 ,P,"gibberellin 2-oxidase (GA2-oxidase) (ga2ox1),"
264119_at,At1g79180,3.3 ,A,37.5 ,A,21.0 ,A,5.7 ,A,19.9 ,A,446.5 ,P,373.7 ,P,"AtMYB63, myb-related protein"
262200_at,At2g01070,252.9 ,P,297.9 ,P,223.9 ,P,179.8 ,P,162.7 ,P,764.0 ,P,555.9 ,P,",unknown protein similar to membrane protein PTM1 precursor isolog GB:AAB65479"
265221_s_at,At2g02010,1.6 ,A,6.8 ,A,55.2 ,P,9.1 ,A,295.5 ,P,668.5 ,P,94.5 ,P,GAD4 (GLUTAMATE DECARBOXYLASE 4); calmodulin binding; GABA production
265702_at,At2g03450,84.0 ,P,55.6 ,P,74.1 ,P,100.2 ,P,124.3 ,P,397.5 ,P,333.0 ,P,ATPAP9/PAP9 (purple acid phosphatase 9); contains metallo-phosphoesterase motif (PS50185)
263616_at,At2g04680,1.6 ,A,7.3 ,A,3.3 ,A,6.2 ,A,17.5 ,A,5.7 ,A,82.4 ,P,"DC1 domain-containing protein; contains InterPro domain C1-like (InterPro:IPR011424); contains InterPro domain Zinc finger, PHD-type; contains InterPro domain DC1 "
263628_at,At2g04780,1175.0 ,P,1393.3 ,P,916.1 ,P,1096.3 ,P,1038.8 ,P,4921.6 ,P,7119.9 ,P,"AtFLA7, fasciclin-like arabinogalactan-protein (FLA7)"
266212_at,At2g06840,15.7 ,A,42.5 ,A,38.2 ,A,21.7 ,A,41.2 ,A,21.6 ,A,103.8 ,P,"transposable element gene; copia-like retrotransposon family,"
265359_at,At2g16720,49.5 ,M,26.0 ,A,56.8 ,P,45.9 ,P,154.7 ,P,1578.4 ,P,495.3 ,P,"AtMYB7, probably involved in the lignin biosynthesis because co-regulated with many lignin biosynthetic genes (ATTED-II) "
265405_at,At2g16750,118.1 ,P,107.3 ,P,160.2 ,P,120.4 ,P,158.0 ,P,1053.5 ,P,819.1 ,P,protein kinase family protein; 
265355_at,At2g16760,9.7 ,A,11.5 ,A,3.3 ,A,16.7 ,A,15.9 ,A,85.7 ,A,119.5 ,P,unknown protein; contains InterPro domain Soluble quinoprotein glucose dehydrogenase; 
267335_s_at,At2g19440,113.0 ,P,272.3 ,P,254.8 ,P,206.8 ,P,1080.1 ,P,1531.7 ,P,1112.8 ,P,"Glycosyl Hydrolase family 17, similar to beta-1,3-glucanase"
265432_at,At2g20650,152.8 ,P,166.7 ,P,145.3 ,P,171.3 ,P,144.8 ,P,1363.3 ,P,923.7 ,P,"zinc finger (C3HC4-type RING finger) family protein, probably involved in the cell wall biosynthesis"
265430_at,At2g20700,42.4 ,A,26.4 ,A,31.6 ,A,67.5 ,A,84.2 ,A,156.2 ,P,393.7 ,P,unknown protein
265994_at,At2g24170,144.8 ,P,184.5 ,P,135.6 ,P,183.0 ,P,165.0 ,P,1444.7 ,P,1910.9 ,P,endomembrane protein 70
265621_at,At2g27300,1.1 ,A,5.2 ,A,14.5 ,A,2.7 ,A,37.5 ,A,64.8 ,P,10.7 ,A,",NAM (no apical meristem)-like protein"
266248_at,At2g27650,35.5 ,A,86.4 ,P,41.9 ,P,27.9 ,A,64.2 ,P,43.6 ,M,142.9 ,P,",hypothetical protein predicted by genscan"
266244_at,At2g27740,86.2 ,A,26.2 ,A,32.3 ,A,62.3 ,A,44.0 ,A,251.9 ,P,2828.4 ,P,unknown function DUF662
266156_at,At2g28110,12.1 ,A,20.5 ,A,36.8 ,A,70.7 ,A,26.0 ,A,654.4 ,P,619.2 ,P,"Glycosyltransferase family 47, FRA8 (fragile fiber8), related to xylan biosynthesis; expressed specifically in developing vessels and fiber cells, and FRA8 is targeted to Golgi. Mutants have irregular xylem formation, reduced cellulose levels and plants are smaller than normal siblings."
265573_at,At2g28200,75.2 ,P,95.1 ,P,54.6 ,P,102.9 ,P,33.5 ,A,164.3 ,P,175.5 ,P,",putative zinc-finger protein similar to zinc-finger protein GB:AAC98446"
265545_at,At2g28250,28.8 ,A,27.3 ,A,3.2 ,A,2.7 ,A,16.1 ,A,913.6 ,P,1276.3 ,P,"Cysteine-rich receptor kinase. Binds AtRop4. In protoplasts, NCRK was hyperphosphorylated and partially co-localized with the small GTPase RabF2a in endosomes.  Localized in the ER when unphosphorylated. Upregulated  in developing tracheary elements.; "
266275_at,At2g29370,119.9 ,P,151.5 ,P,104.0 ,P,122.5 ,P,130.2 ,P,1143.7 ,P,2046.4 ,P,Putative tropinone reductase
267470_at,At2g30490,1135.5 ,P,706.5 ,P,619.7 ,P,991.5 ,P,544.1 ,P,3263.4 ,P,1232.7 ,P,"ligninCYP73A5,cinnamate-4-hydroxylase molecular marker C4H (GB:U71080); supported by cDNA: gi_1773288_gb_U71081.1_ATU71081"
267155_at,At2g30925,7.4 ,A,1.0 ,A,3.0 ,A,1.4 ,A,1.6 ,A,7.4 ,A,213.0 ,P,unknown protein
266476_at,At2g31090,1181.1 ,P,1226.6 ,P,1292.1 ,P,768.3 ,P,1751.4 ,P,3894.4 ,P,2310.9 ,P,",unknown protein  ;supported by full-length cDNA: Ceres:10986."
263250_at,At2g31390,521.8 ,P,532.8 ,P,444.3 ,P,378.8 ,P,440.3 ,P,1695.9 ,P,2341.0 ,P,fructokinase-1
265672_at,At2g31980,58.7 ,A,73.2 ,A,143.4 ,P,61.6 ,A,2366.3 ,P,7397.0 ,P,5674.0 ,P,"Cysteine proteinase inhibitor 2 precursor (CYS2) ; contains InterPro domain Proteinase inhibitor I25, cystatin; (InterPro:IPR000010); contains InterPro domain Proteinase inhibitor I25A and I25B, type 2 and phytocystatins; (InterPro:IPR003243)"
267457_at,At2g33790,4.2 ,A,5.2 ,A,47.2 ,A,30.7 ,A,38.1 ,A,69.9 ,P,132.4 ,P,",putative proline-rich protein"
266997_at,At2g34410,207.9 ,P,159.0 ,P,170.3 ,P,200.1 ,P,178.9 ,P,2005.1 ,P,1045.1 ,P,Unknown protein
266545_at,At2g35290,26.3 ,A,326.7 ,P,47.4 ,A,42.1 ,A,172.4 ,P,181.5 ,P,243.0 ,P,",hypothetical protein predicted by genefinder"
263941_at,At2g35870,58.0 ,P,56.8 ,P,43.5 ,P,52.1 ,P,38.7 ,P,99.1 ,P,321.2 ,P,",unknown protein"
263931_at,At2g36220,81.7 ,P,262.4 ,P,842.8 ,P,48.2 ,P,2489.0 ,P,1655.9 ,P,766.9 ,P,",unknown protein  ;supported by full-length cDNA: Ceres:12251."
263911_at,At2g36560,47.5 ,A,37.9 ,A,41.0 ,P,50.7 ,P,54.6 ,P,106.0 ,P,153.1 ,P,",hypothetical protein predicted by genefinder"
265463_at,At2g37090,81.8 ,P,52.8 ,A,57.4 ,M,66.9 ,A,44.6 ,A,822.5 ,P,1134.7 ,P,"Glycosyltransferase family 43, IRX9, xylan biosynthetic process"
265471_at,At2g37130,30.3 ,A,11.8 ,A,107.7 ,P,87.2 ,P,67.7 ,A,512.8 ,P,308.1 ,P,peroxidase 21 (PER21) (P21) (PRXR5); 
267177_at,At2g37580,80.3 ,P,105.2 ,P,53.7 ,A,44.8 ,A,130.1 ,P,366.8 ,P,313.2 ,P,RING-H2 finger protein ATL2J 
267178_at,At2g37750,2.5 ,A,4.6 ,A,12.1 ,A,32.0 ,A,28.8 ,A,83.3 ,A,153.0 ,P,Unknown protein
267168_at,At2g37770,73.0 ,A,98.8 ,A,117.4 ,P,205.9 ,P,95.0 ,A,331.2 ,P,625.8 ,P,",putative alcohol dehydrogenase"
266086_at,At2g38060,33.6 ,A,16.2 ,A,31.7 ,A,27.7 ,A,16.4 ,A,377.9 ,P,196.3 ,P,"carbohydrate transmembrane transporter activity, inorganic phosphate transmembrane transporter activity, organic anion transmembrane transporter activity, sugar:hydrogen symporter activity "
267094_at,At2g38080,89.8 ,P,63.0 ,P,60.1 ,P,94.1 ,P,89.4 ,P,304.5 ,P,1471.8 ,P," IRREGULAR XYLEM 12 (IRX12); LACCASE 4 (LAC4), a member of laccase family (17 members in Arabidopsis). Might be involved in cell wall biosynthesis. Mutants have a mild irregular xylem phenotype."
267141_at,At2g38090,25.8 ,A,20.5 ,A,39.8 ,A,42.8 ,P,27.5 ,A,192.7 ,P,318.7 ,P,"MYB-R, myb transcription factor ; maybe involved in cell wall biosynthesis; InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain SANT, DNA-binding; (InterPro:IPR001005); contains InterPro domain Homeodomain-like (InterPro:IPR009057); contains InterPro domain Myb, DNA-binding (InterPro:IPR014778); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class (InterPro:IPR006447)"
267591_at,At2g39705,55.1 ,P,48.0 ,P,128.4 ,P,167.1 ,P,301.5 ,P,670.7 ,P,503.8 ,P,DVL11/RTFL8 (ROTUNDIFOLIA LIKE 8); contains InterPro domain DVL (InterPro:IPR012552)
263380_at,At2g40200,27.8 ,P,67.7 ,P,21.2 ,A,21.0 ,A,74.0 ,P,43.0 ,P,141.7 ,P,",hypothetical protein"
245101_at,At2g40890,1122.4 ,P,736.9 ,P,629.9 ,P,799.5 ,P,572.1 ,P,2323.1 ,P,1217.8 ,P,"ligninCYP98A3p-coumarate 3-hydroxylase, putative cytochrome P450  ; supported by cDNA: gi_15810181_gb_AY056105.1_"
267077_at,At2g40970,278.1 ,P,255.6 ,P,300.9 ,P,199.3 ,P,877.9 ,P,2151.2 ,P,845.2 ,P,"GARP-G2-like family, myb family transcription factor"
266424_at,At2g41330,169.1 ,P,96.6 ,P,103.3 ,P,173.3 ,P,135.4 ,P,1006.8 ,P,584.5 ,P,",unknown protein"
266368_at,At2g41380,20.1 ,A,6.6 ,A,119.2 ,P,76.9 ,P,35.8 ,A,659.8 ,P,799.8 ,P,",putative embryo-abundant protein"
263498_at,At2g42610,52.3 ,A,17.7 ,A,87.7 ,P,62.1 ,A,64.0 ,A,170.8 ,P,248.2 ,P,unknown function DUF640
260550_at,At2g43420,438.6 ,P,469.2 ,P,357.5 ,P,384.2 ,P,426.7 ,P,1728.2 ,P,1350.2 ,P,",putative sterol dehydrogenase  ; supported by cDNA: gi_15027968_gb_AY045841.1_"
245089_at,At2g45290,76.7 ,P,71.1 ,P,85.4 ,P,102.9 ,P,88.4 ,P,407.4 ,P,349.3 ,P,",putative transketolase precursor  ; supported by cDNA: gi_15982841_gb_AY057528.1_"
266912_at,At2g45900,13.5 ,A,54.1 ,A,34.9 ,A,24.9 ,A,30.6 ,A,1900.6 ,P,1097.6 ,P,",hypothetical protein predicted by genefinder"
263775_at,At2g46410,21.9 ,A,6.5 ,A,17.6 ,A,38.2 ,A,45.4 ,P,81.1 ,P,47.2 ,A,",putative MYB family transcription factor  ; supported by cDNA: gi_2346965_dbj_AB004871.1_AB004871"
245174_at,At2g47500,78.4 ,P,48.1 ,A,53.0 ,A,89.7 ,A,47.6 ,A,76.1 ,P,384.0 ,P,Kinesin motor protein-related
258661_at,At3g02930,25.4 ,A,6.9 ,A,1.5 ,A,27.5 ,A,3.4 ,A,196.2 ,P,150.7 ,P,",unknown protein"
259174_at,At3g03690,210.9 ,P,231.1 ,A,160.0 ,A,198.2 ,A,212.1 ,A,749.4 ,P,772.0 ,P,"Glycosyltransferase family14, putative glycosylation enzyme "
258751_at,At3g05890,568.1 ,P,604.0 ,P,216.0 ,P,270.4 ,P,409.8 ,P,2535.4 ,P,3501.9 ,P,RCI2B (RARE-COLD-INDUCIBLE 2B); low temperature and salt responsive protein (LTI6B) 
258470_at,At3g06035,415.7 ,P,432.8 ,P,382.2 ,P,829.6 ,P,341.7 ,P,4301.1 ,P,3450.2 ,P,Putative GPI-anchored protein
259149_at,At3g10340,90.3 ,P,84.3 ,P,63.9 ,M,54.8 ,P,108.0 ,A,788.2 ,P,821.4 ,P,"ligninPAL4,putative phenylalanine ammonia-lyase similar to phenylalanine ammonia-lyase GB:S48726  [Petroselinum crispum]"
258758_at,At3g10810,357.2 ,P,294.5 ,P,297.6 ,P,288.6 ,P,318.1 ,P,1161.5 ,P,581.9 ,P,"RING_ZF, putative RING zinc finger protein contains Pfam profile: PF00097 Zinc finger, C3HC4 type (RING finger) "
256252_at,At3g11340,1.7 ,A,1.9 ,A,332.7 ,P,162.0 ,P,6.9 ,A,1068.4 ,P,1489.9 ,P,"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to UGT76C2 (UDP-glucosyl transferase 76C2), ; contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"
